订阅名称 (Subscription Name),日期 (Date),产品 (Product),服务 (Meter Category),服务类型 (Meter Sub-Category),服务资源 (Meter Name),已消耗资源数量 (Consumed Quantity),资源费率 (ResourceRate),扩展的成本 (ExtendedCost),服务信息 (Consumed Service),组件 (Instance ID),(Unit of Measure),(Resource Group)
Clobotics Azure China - Retail,05/01/2022,Virtual Machines Dv2/DSv2 Series - D3 v2/DS3 v2 - CN East 2,Virtual Machines,Dv2/DSv2 Series,D3 v2/DS3 v2,0.200004,1.919628497,0.383933378,Microsoft.Compute,/subscriptions/73bddc57-e285-42a6-a9df-64bbd1342d37/resourceGroups/DATABRICKS-RG-CN-DATABRICKS-PROD-Y45JX6AKRZ6XA/providers/Microsoft.Compute/virtualMachines/23e17af72d204f73a02bd93d5e85a80b,Hours,DATABRICKS-RG-CN-DATABRICKS-PROD-Y45JX6AKRZ6XA
Clobotics Azure China - Retail,05/01/2022,Virtual Machines Dv2/DSv2 Series - D3 v2/DS3 v2 - CN East 2,Virtual Machines,Dv2/DSv2 Series,D3 v2/DS3 v2,1.066688,1.919628497,2.047644682,Microsoft.Compute,/subscriptions/73bddc57-e285-42a6-a9df-64bbd1342d37/resourceGroups/DATABRICKS-RG-CN-DATABRICKS-PROD-Y45JX6AKRZ6XA/providers/Microsoft.Compute/virtualMachines/488479ee8efb4e6ba70eea72a18bcf5d,Hours,DATABRICKS-RG-CN-DATABRICKS-PROD-Y45JX6AKRZ6XA
Clobotics Azure China - Retail,05/01/2022,Virtual Machines Dv2/DSv2 Series - D3 v2/DS3 v2 - CN East 2,Virtual Machines,Dv2/DSv2 Series,D3 v2/DS3 v2,1.216691,1.919628497,2.335594715,Microsoft.Compute,/subscriptions/73bddc57-e285-42a6-a9df-64bbd1342d37/resourceGroups/DATABRICKS-RG-CN-DATABRICKS-PROD-Y45JX6AKRZ6XA/providers/Microsoft.Compute/virtualMachines/efae8456ff4b43e0853eefbeb2b53bde,Hours,DATABRICKS-RG-CN-DATABRICKS-PROD-Y45JX6AKRZ6XA
Clobotics Azure China - Retail,05/01/2022,Virtual Machines Dv2/DSv2 Series - D3 v2/DS3 v2 - CN East 2,Virtual Machines,Dv2/DSv2 Series,D3 v2/DS3 v2,0.183337,1.919628497,0.35193893,Microsoft.Compute,/subscriptions/73bddc57-e285-42a6-a9df-64bbd1342d37/resourceGroups/DATABRICKS-RG-CN-DATABRICKS-PROD-Y45JX6AKRZ6XA/providers/Microsoft.Compute/virtualMachines/ea1b67d74bc8494a8112fbcaf8d33251,Hours,DATABRICKS-RG-CN-DATABRICKS-PROD-Y45JX6AKRZ6XA
Clobotics Azure China - Retail,05/01/2022,Virtual Machines Dv2/DSv2 Series - D3 v2/DS3 v2 - CN East 2,Virtual Machines,Dv2/DSv2 Series,D3 v2/DS3 v2,23.383361,1.919628497,44.88736612,Microsoft.Compute,/subscriptions/73bddc57-e285-42a6-a9df-64bbd1342d37/resourceGroups/DATABRICKS-RG-CN-DATABRICKS-PROD-Y45JX6AKRZ6XA/providers/Microsoft.Compute/virtualMachines/c701e184978a46188bdaa7154f43776b,Hours,DATABRICKS-RG-CN-DATABRICKS-PROD-Y45JX6AKRZ6XA
Clobotics Azure China - Retail,05/01/2022,Virtual Machines Dv2/DSv2 Series - D3 v2/DS3 v2 - CN East 2,Virtual Machines,Dv2/DSv2 Series,D3 v2/DS3 v2,23.383341,1.919628497,44.88732773,Microsoft.Compute,/subscriptions/73bddc57-e285-42a6-a9df-64bbd1342d37/resourceGroups/DATABRICKS-RG-CN-DATABRICKS-PROD-Y45JX6AKRZ6XA/providers/Microsoft.Compute/virtualMachines/5c8668830a064ee49f648d1f6c1f278d,Hours,DATABRICKS-RG-CN-DATABRICKS-PROD-Y45JX6AKRZ6XA
Clobotics Azure China - Retail,05/01/2022,Virtual Machines Dv2/DSv2 Series - D3 v2/DS3 v2 - CN East 2,Virtual Machines,Dv2/DSv2 Series,D3 v2/DS3 v2,0.16667,1.919628497,0.319944482,Microsoft.Compute,/subscriptions/73bddc57-e285-42a6-a9df-64bbd1342d37/resourceGroups/DATABRICKS-RG-DWBI-PROD-RPLFCYLTQPQYU/providers/Microsoft.Compute/virtualMachines/7faa820436dd4758ae02dc86bc053d81,Hours,DATABRICKS-RG-DWBI-PROD-RPLFCYLTQPQYU
Clobotics Azure China - Retail,05/01/2022,Virtual Machines Dv2/DSv2 Series - D3 v2/DS3 v2 - CN East 2,Virtual Machines,Dv2/DSv2 Series,D3 v2/DS3 v2,3.6667,1.919628497,7.038701809,Microsoft.Compute,/subscriptions/73bddc57-e285-42a6-a9df-64bbd1342d37/resourceGroups/DATABRICKS-RG-DWBI-PROD-RPLFCYLTQPQYU/providers/Microsoft.Compute/virtualMachines/5fb01ec0f1af4369bb9a315b63a01dc3,Hours,DATABRICKS-RG-DWBI-PROD-RPLFCYLTQPQYU
Clobotics Azure China - Retail,05/01/2022,Virtual Machines Dv2/DSv2 Series - D3 v2/DS3 v2 - CN East 2,Virtual Machines,Dv2/DSv2 Series,D3 v2/DS3 v2,0.433342,1.919628497,0.831855652,Microsoft.Compute,/subscriptions/73bddc57-e285-42a6-a9df-64bbd1342d37/resourceGroups/DATABRICKS-RG-DWBI-PROD-RPLFCYLTQPQYU/providers/Microsoft.Compute/virtualMachines/662680a7c76b4401bd3a03856b1f00a8,Hours,DATABRICKS-RG-DWBI-PROD-RPLFCYLTQPQYU
Clobotics Azure China - Retail,05/01/2022,Virtual Machines Dv2/DSv2 Series - D3 v2/DS3 v2 - CN East 2,Virtual Machines,Dv2/DSv2 Series,D3 v2/DS3 v2,1.900018,1.919628497,3.647328697,Microsoft.Compute,/subscriptions/73bddc57-e285-42a6-a9df-64bbd1342d37/resourceGroups/DATABRICKS-RG-DWBI-PROD-RPLFCYLTQPQYU/providers/Microsoft.Compute/virtualMachines/a690f35b3de344bbad1fbed747ba6f2a,Hours,DATABRICKS-RG-DWBI-PROD-RPLFCYLTQPQYU
Clobotics Azure China - Retail,05/01/2022,Virtual Machines Dv2/DSv2 Series - D3 v2/DS3 v2 - CN East 2,Virtual Machines,Dv2/DSv2 Series,D3 v2/DS3 v2,0.16667,1.919628497,0.319944482,Microsoft.Compute,/subscriptions/73bddc57-e285-42a6-a9df-64bbd1342d37/resourceGroups/DATABRICKS-RG-DWBI-PROD-RPLFCYLTQPQYU/providers/Microsoft.Compute/virtualMachines/fa5aac6222e14a4d9ecc5a70473bb8e2,Hours,DATABRICKS-RG-DWBI-PROD-RPLFCYLTQPQYU
Clobotics Azure China - Retail,05/01/2022,Virtual Machines Dv2/DSv2 Series - D3 v2/DS3 v2 - CN East 2,Virtual Machines,Dv2/DSv2 Series,D3 v2/DS3 v2,10.716701,1.919628497,20.57208463,Microsoft.Compute,/subscriptions/73bddc57-e285-42a6-a9df-64bbd1342d37/resourceGroups/DATABRICKS-RG-DWBI-PROD-RPLFCYLTQPQYU/providers/Microsoft.Compute/virtualMachines/3c928bc35fac48d48eef382c2bdc7cac,Hours,DATABRICKS-RG-DWBI-PROD-RPLFCYLTQPQYU
Clobotics Azure China - Retail,05/01/2022,Virtual Machines Dv2/DSv2 Series - D3 v2/DS3 v2 - CN East 2,Virtual Machines,Dv2/DSv2 Series,D3 v2/DS3 v2,0.183337,1.919628497,0.35193893,Microsoft.Compute,/subscriptions/73bddc57-e285-42a6-a9df-64bbd1342d37/resourceGroups/DATABRICKS-RG-CN-DATABRICKS-PROD-Y45JX6AKRZ6XA/providers/Microsoft.Compute/virtualMachines/73095356f3704a1aab9d0df134836ea1,Hours,DATABRICKS-RG-CN-DATABRICKS-PROD-Y45JX6AKRZ6XA
Clobotics Azure China - Retail,05/01/2022,Virtual Machines Dv2/DSv2 Series - D3 v2/DS3 v2 - CN East 2,Virtual Machines,Dv2/DSv2 Series,D3 v2/DS3 v2,0.16667,1.919628497,0.319944482,Microsoft.Compute,/subscriptions/73bddc57-e285-42a6-a9df-64bbd1342d37/resourceGroups/DATABRICKS-RG-DWBI-PROD-RPLFCYLTQPQYU/providers/Microsoft.Compute/virtualMachines/24e791075f1c4339bdeaa1a7fbbcc52e,Hours,DATABRICKS-RG-DWBI-PROD-RPLFCYLTQPQYU
Clobotics Azure China - Retail,05/01/2022,Virtual Machines Dv2/DSv2 Series - D3 v2/DS3 v2 - CN East 2,Virtual Machines,Dv2/DSv2 Series,D3 v2/DS3 v2,10.716701,1.919628497,20.57208463,Microsoft.Compute,/subscriptions/73bddc57-e285-42a6-a9df-64bbd1342d37/resourceGroups/DATABRICKS-RG-DWBI-PROD-RPLFCYLTQPQYU/providers/Microsoft.Compute/virtualMachines/f9a2e70bb4494051a8528b3d3891c5f8,Hours,DATABRICKS-RG-DWBI-PROD-RPLFCYLTQPQYU
Clobotics Azure China - Retail,05/01/2022,Virtual Machines Dv2/DSv2 Series - D3 v2/DS3 v2 - CN East 2,Virtual Machines,Dv2/DSv2 Series,D3 v2/DS3 v2,0.950019,1.919628497,1.823683545,Microsoft.Compute,/subscriptions/73bddc57-e285-42a6-a9df-64bbd1342d37/resourceGroups/DATABRICKS-RG-CN-DATABRICKS-PROD-Y45JX6AKRZ6XA/providers/Microsoft.Compute/virtualMachines/5d1a9462de1640d5bc8079cefd09409a,Hours,DATABRICKS-RG-CN-DATABRICKS-PROD-Y45JX6AKRZ6XA
Clobotics Azure China - Retail,05/01/2022,Virtual Machines Dv2/DSv2 Series - D3 v2/DS3 v2 - CN East 2,Virtual Machines,Dv2/DSv2 Series,D3 v2/DS3 v2,0.150003,1.919628497,0.287950033,Microsoft.Compute,/subscriptions/73bddc57-e285-42a6-a9df-64bbd1342d37/resourceGroups/DATABRICKS-RG-DWBI-PROD-RPLFCYLTQPQYU/providers/Microsoft.Compute/virtualMachines/a5945ea3adfd40bca79fc573e9176791,Hours,DATABRICKS-RG-DWBI-PROD-RPLFCYLTQPQYU
Clobotics Azure China - Retail,05/01/2022,Virtual Machines Dv2/DSv2 Series - D3 v2/DS3 v2 - CN East 2,Virtual Machines,Dv2/DSv2 Series,D3 v2/DS3 v2,0.316673,1.919628497,0.607894515,Microsoft.Compute,/subscriptions/73bddc57-e285-42a6-a9df-64bbd1342d37/resourceGroups/DATABRICKS-RG-DWBI-PROD-RPLFCYLTQPQYU/providers/Microsoft.Compute/virtualMachines/d0045ee73104463aaf60a0fc254e280d,Hours,DATABRICKS-RG-DWBI-PROD-RPLFCYLTQPQYU
Clobotics Azure China - Retail,05/01/2022,Virtual Machines Dv2/DSv2 Series - D3 v2/DS3 v2 - CN East 2,Virtual Machines,Dv2/DSv2 Series,D3 v2/DS3 v2,3.683367,1.919628497,7.070696257,Microsoft.Compute,/subscriptions/73bddc57-e285-42a6-a9df-64bbd1342d37/resourceGroups/DATABRICKS-RG-DWBI-PROD-RPLFCYLTQPQYU/providers/Microsoft.Compute/virtualMachines/57ab7faeec294a1f957d3f5beecffb43,Hours,DATABRICKS-RG-DWBI-PROD-RPLFCYLTQPQYU
Clobotics Azure China - Retail,05/01/2022,Virtual Machines Dv2/DSv2 Series - D3 v2/DS3 v2 - CN East 2,Virtual Machines,Dv2/DSv2 Series,D3 v2/DS3 v2,1.900018,1.919628497,3.647328697,Microsoft.Compute,/subscriptions/73bddc57-e285-42a6-a9df-64bbd1342d37/resourceGroups/DATABRICKS-RG-DWBI-PROD-RPLFCYLTQPQYU/providers/Microsoft.Compute/virtualMachines/d7c457c24b4642a5a130e72c565a4e0f,Hours,DATABRICKS-RG-DWBI-PROD-RPLFCYLTQPQYU
Clobotics Azure China - Retail,05/01/2022,Virtual Machines Dv2/DSv2 Series - D3 v2/DS3 v2 - CN East 2,Virtual Machines,Dv2/DSv2 Series,D3 v2/DS3 v2,0.600012,1.919628497,1.151800134,Microsoft.Compute,/subscriptions/73bddc57-e285-42a6-a9df-64bbd1342d37/resourceGroups/DATABRICKS-RG-DWBI-PROD-RPLFCYLTQPQYU/providers/Microsoft.Compute/virtualMachines/fabeee33e8a74a21815cc7384cce82c5,Hours,DATABRICKS-RG-DWBI-PROD-RPLFCYLTQPQYU
Clobotics Azure China - Retail,05/01/2022,Virtual Machines Dv2/DSv2 Series - D3 v2/DS3 v2 - CN East 2,Virtual Machines,Dv2/DSv2 Series,D3 v2/DS3 v2,0.133336,1.919628497,0.255955585,Microsoft.Compute,/subscriptions/73bddc57-e285-42a6-a9df-64bbd1342d37/resourceGroups/DATABRICKS-RG-CN-DATABRICKS-PROD-Y45JX6AKRZ6XA/providers/Microsoft.Compute/virtualMachines/497475fe6ae84509ad5fc524bf60d130,Hours,DATABRICKS-RG-CN-DATABRICKS-PROD-Y45JX6AKRZ6XA
Clobotics Azure China - Retail,05/01/2022,Virtual Machines Dv2/DSv2 Series - D3 v2/DS3 v2 - CN East 2,Virtual Machines,Dv2/DSv2 Series,D3 v2/DS3 v2,0.900017,1.919628497,1.727698281,Microsoft.Compute,/subscriptions/73bddc57-e285-42a6-a9df-64bbd1342d37/resourceGroups/DATABRICKS-RG-CN-DATABRICKS-PROD-Y45JX6AKRZ6XA/providers/Microsoft.Compute/virtualMachines/99b2aa1123d64db1a99e41cad14f7cac,Hours,DATABRICKS-RG-CN-DATABRICKS-PROD-Y45JX6AKRZ6XA
Clobotics Azure China - Retail,05/01/2022,Virtual Machines Dv2/DSv2 Series - D3 v2/DS3 v2 - CN East 2,Virtual Machines,Dv2/DSv2 Series,D3 v2/DS3 v2,1.200004,1.919628497,2.303561874,Microsoft.Compute,/subscriptions/73bddc57-e285-42a6-a9df-64bbd1342d37/resourceGroups/DATABRICKS-RG-CN-DATABRICKS-PROD-Y45JX6AKRZ6XA/providers/Microsoft.Compute/virtualMachines/ae24f131a11e4db19c0817818c2b2ec4,Hours,DATABRICKS-RG-CN-DATABRICKS-PROD-Y45JX6AKRZ6XA
Clobotics Azure China - Retail,05/01/2022,Virtual Machines Dv2/DSv2 Series - D3 v2/DS3 v2 - CN East 2,Virtual Machines,Dv2/DSv2 Series,D3 v2/DS3 v2,0.300006,1.919628497,0.575900067,Microsoft.Compute,/subscriptions/73bddc57-e285-42a6-a9df-64bbd1342d37/resourceGroups/DATABRICKS-RG-DWBI-PROD-RPLFCYLTQPQYU/providers/Microsoft.Compute/virtualMachines/263d31fbe86741b388e2bd17a3792c02,Hours,DATABRICKS-RG-DWBI-PROD-RPLFCYLTQPQYU
Clobotics Azure China - Retail,05/01/2022,Virtual Machines Dv2/DSv2 Series - D3 v2/DS3 v2 - CN East 2,Virtual Machines,Dv2/DSv2 Series,D3 v2/DS3 v2,0.716681,1.919628497,1.375761271,Microsoft.Compute,/subscriptions/73bddc57-e285-42a6-a9df-64bbd1342d37/resourceGroups/DATABRICKS-RG-CN-DATABRICKS-PROD-Y45JX6AKRZ6XA/providers/Microsoft.Compute/virtualMachines/2b43e765ea3d40e0999eb38b792e4bac,Hours,DATABRICKS-RG-CN-DATABRICKS-PROD-Y45JX6AKRZ6XA
Clobotics Azure China - Retail,05/01/2022,Virtual Machines Dv2/DSv2 Series - D3 v2/DS3 v2 - CN East 2,Virtual Machines,Dv2/DSv2 Series,D3 v2/DS3 v2,0.16667,1.919628497,0.319944482,Microsoft.Compute,/subscriptions/73bddc57-e285-42a6-a9df-64bbd1342d37/resourceGroups/DATABRICKS-RG-DWBI-PROD-RPLFCYLTQPQYU/providers/Microsoft.Compute/virtualMachines/cdb13ca931de42a29771d7ef306adf8e,Hours,DATABRICKS-RG-DWBI-PROD-RPLFCYLTQPQYU
Clobotics Azure China - Retail,05/01/2022,Virtual Machines Dv2/DSv2 Series - D3 v2/DS3 v2 - CN East 2,Virtual Machines,Dv2/DSv2 Series,D3 v2/DS3 v2,0.200004,1.919628497,0.383933378,Microsoft.Compute,/subscriptions/73bddc57-e285-42a6-a9df-64bbd1342d37/resourceGroups/DATABRICKS-RG-CN-DATABRICKS-PROD-Y45JX6AKRZ6XA/providers/Microsoft.Compute/virtualMachines/6a1ba8159aa34ab9bb476c0b501ab3ac,Hours,DATABRICKS-RG-CN-DATABRICKS-PROD-Y45JX6AKRZ6XA
Clobotics Azure China - Retail,05/01/2022,Virtual Machines Dv2/DSv2 Series - D3 v2/DS3 v2 - CN East 2,Virtual Machines,Dv2/DSv2 Series,D3 v2/DS3 v2,0.16667,1.919628497,0.319944482,Microsoft.Compute,/subscriptions/73bddc57-e285-42a6-a9df-64bbd1342d37/resourceGroups/DATABRICKS-RG-DWBI-PROD-RPLFCYLTQPQYU/providers/Microsoft.Compute/virtualMachines/e4361546a87d4bb497872a5a10f333cd,Hours,DATABRICKS-RG-DWBI-PROD-RPLFCYLTQPQYU
Clobotics Azure China - Retail,05/01/2022,Virtual Machines Dv2/DSv2 Series - D3 v2/DS3 v2 - CN East 2,Virtual Machines,Dv2/DSv2 Series,D3 v2/DS3 v2,0.200004,1.919628497,0.383933378,Microsoft.Compute,/subscriptions/73bddc57-e285-42a6-a9df-64bbd1342d37/resourceGroups/DATABRICKS-RG-CN-DATABRICKS-PROD-Y45JX6AKRZ6XA/providers/Microsoft.Compute/virtualMachines/3152bad5f50b461b925d017e55a59894,Hours,DATABRICKS-RG-CN-DATABRICKS-PROD-Y45JX6AKRZ6XA
Clobotics Azure China - Retail,05/01/2022,Virtual Machines Dv2/DSv2 Series - D3 v2/DS3 v2 - CN East 2,Virtual Machines,Dv2/DSv2 Series,D3 v2/DS3 v2,0.16667,1.919628497,0.319944482,Microsoft.Compute,/subscriptions/73bddc57-e285-42a6-a9df-64bbd1342d37/resourceGroups/DATABRICKS-RG-DWBI-PROD-RPLFCYLTQPQYU/providers/Microsoft.Compute/virtualMachines/d16cff3f1a284b35808d56436dfecb7d,Hours,DATABRICKS-RG-DWBI-PROD-RPLFCYLTQPQYU
Clobotics Azure China - Retail,05/01/2022,Virtual Machines Dv2/DSv2 Series - D3 v2/DS3 v2 - CN East 2,Virtual Machines,Dv2/DSv2 Series,D3 v2/DS3 v2,0.200004,1.919628497,0.383933378,Microsoft.Compute,/subscriptions/73bddc57-e285-42a6-a9df-64bbd1342d37/resourceGroups/DATABRICKS-RG-CN-DATABRICKS-PROD-Y45JX6AKRZ6XA/providers/Microsoft.Compute/virtualMachines/3a25811047c7424fa22c202af51c93de,Hours,DATABRICKS-RG-CN-DATABRICKS-PROD-Y45JX6AKRZ6XA
Clobotics Azure China - Retail,05/01/2022,Virtual Machines Dv2/DSv2 Series - D3 v2/DS3 v2 - CN East 2,Virtual Machines,Dv2/DSv2 Series,D3 v2/DS3 v2,24,1.919628497,46.07108392,Microsoft.Compute,/subscriptions/73bddc57-e285-42a6-a9df-64bbd1342d37/resourceGroups/DATABRICKS-RG-CN-DATABRICKS-PROD-Y45JX6AKRZ6XA/providers/Microsoft.Compute/virtualMachines/d8c15298a3004835a45f03b8af8eea3a,Hours,DATABRICKS-RG-CN-DATABRICKS-PROD-Y45JX6AKRZ6XA
Clobotics Azure China - Retail,05/01/2022,Virtual Machines Dv2/DSv2 Series - D3 v2/DS3 v2 - CN East 2,Virtual Machines,Dv2/DSv2 Series,D3 v2/DS3 v2,0.200004,1.919628497,0.383933378,Microsoft.Compute,/subscriptions/73bddc57-e285-42a6-a9df-64bbd1342d37/resourceGroups/DATABRICKS-RG-CN-DATABRICKS-PROD-Y45JX6AKRZ6XA/providers/Microsoft.Compute/virtualMachines/bddfb1fcbda645888b735c8cca27edfe,Hours,DATABRICKS-RG-CN-DATABRICKS-PROD-Y45JX6AKRZ6XA
Clobotics Azure China - Retail,05/01/2022,Virtual Machines Dv2/DSv2 Series - D3 v2/DS3 v2 - CN East 2,Virtual Machines,Dv2/DSv2 Series,D3 v2/DS3 v2,10.700034,1.919628497,20.54009018,Microsoft.Compute,/subscriptions/73bddc57-e285-42a6-a9df-64bbd1342d37/resourceGroups/DATABRICKS-RG-DWBI-PROD-RPLFCYLTQPQYU/providers/Microsoft.Compute/virtualMachines/906e73468589473f835be034be08353c,Hours,DATABRICKS-RG-DWBI-PROD-RPLFCYLTQPQYU
Clobotics Azure China - Retail,05/01/2022,Virtual Machines Dv2/DSv2 Series - D3 v2/DS3 v2 - CN East 2,Virtual Machines,Dv2/DSv2 Series,D3 v2/DS3 v2,3.683367,1.919628497,7.070696257,Microsoft.Compute,/subscriptions/73bddc57-e285-42a6-a9df-64bbd1342d37/resourceGroups/DATABRICKS-RG-DWBI-PROD-RPLFCYLTQPQYU/providers/Microsoft.Compute/virtualMachines/f31bed584dc14e068419d76bae8996ee,Hours,DATABRICKS-RG-DWBI-PROD-RPLFCYLTQPQYU
Clobotics Azure China - Retail,05/01/2022,Virtual Machines Dv2/DSv2 Series - D3 v2/DS3 v2 - CN East 2,Virtual Machines,Dv2/DSv2 Series,D3 v2/DS3 v2,0.300006,1.919628497,0.575900067,Microsoft.Compute,/subscriptions/73bddc57-e285-42a6-a9df-64bbd1342d37/resourceGroups/DATABRICKS-RG-DWBI-PROD-RPLFCYLTQPQYU/providers/Microsoft.Compute/virtualMachines/8f7eff05cdc54831b7b5761666c255a1,Hours,DATABRICKS-RG-DWBI-PROD-RPLFCYLTQPQYU
Clobotics Azure China - Retail,05/01/2022,Virtual Machines Dv2/DSv2 Series - D3 v2/DS3 v2 - CN East 2,Virtual Machines,Dv2/DSv2 Series,D3 v2/DS3 v2,1.983353,1.919628497,3.807300938,Microsoft.Compute,/subscriptions/73bddc57-e285-42a6-a9df-64bbd1342d37/resourceGroups/DATABRICKS-RG-DWBI-PROD-RPLFCYLTQPQYU/providers/Microsoft.Compute/virtualMachines/5de5a2b2d3084f82ae61e8e023f180b3,Hours,DATABRICKS-RG-DWBI-PROD-RPLFCYLTQPQYU
Clobotics Azure China - Retail,05/01/2022,Virtual Machines Dv2/DSv2 Series - D3 v2/DS3 v2 - CN East 2,Virtual Machines,Dv2/DSv2 Series,D3 v2/DS3 v2,0.183337,1.919628497,0.35193893,Microsoft.Compute,/subscriptions/73bddc57-e285-42a6-a9df-64bbd1342d37/resourceGroups/DATABRICKS-RG-CN-DATABRICKS-PROD-Y45JX6AKRZ6XA/providers/Microsoft.Compute/virtualMachines/c090c22d78dd4ac8886615ac0fa7a6af,Hours,DATABRICKS-RG-CN-DATABRICKS-PROD-Y45JX6AKRZ6XA
Clobotics Azure China - Retail,05/01/2022,Virtual Machines Dv2/DSv2 Series - D3 v2/DS3 v2 - CN East 2,Virtual Machines,Dv2/DSv2 Series,D3 v2/DS3 v2,0.16667,1.919628497,0.319944482,Microsoft.Compute,/subscriptions/73bddc57-e285-42a6-a9df-64bbd1342d37/resourceGroups/DATABRICKS-RG-DWBI-PROD-RPLFCYLTQPQYU/providers/Microsoft.Compute/virtualMachines/816f50520dd94fe99298380389828076,Hours,DATABRICKS-RG-DWBI-PROD-RPLFCYLTQPQYU
Clobotics Azure China - Retail,05/01/2022,Virtual Machines Dv2/DSv2 Series - D3 v2/DS3 v2 - CN East 2,Virtual Machines,Dv2/DSv2 Series,D3 v2/DS3 v2,0.16667,1.919628497,0.319944482,Microsoft.Compute,/subscriptions/73bddc57-e285-42a6-a9df-64bbd1342d37/resourceGroups/DATABRICKS-RG-DWBI-PROD-RPLFCYLTQPQYU/providers/Microsoft.Compute/virtualMachines/722c8c123d6f431083ece127a552d210,Hours,DATABRICKS-RG-DWBI-PROD-RPLFCYLTQPQYU
Clobotics Azure China - Retail,05/01/2022,Tiered Block Blob - Hot GRS - Data Stored - CN East 2,Storage,Tiered Block Blob,Hot GRS Data Stored,1.887841,0.189968758,0.358630809,Microsoft.Storage,/subscriptions/73bddc57-e285-42a6-a9df-64bbd1342d37/resourceGroups/databricks-rg-dwbi-prod-rplfcyltqpqyu/providers/Microsoft.Storage/storageAccounts/dbstorage2dsju22mvzn4g,GB/Month,databricks-rg-dwbi-prod-rplfcyltqpqyu
Clobotics Azure China - R&D,05/01/2022,Tiered Block Blob - Hot GRS - Data Stored - CN East 2,Storage,Tiered Block Blob,Hot GRS Data Stored,3.364464,0.189968758,0.639143046,Microsoft.Storage,/subscriptions/1d11278d-87d7-4fc0-a4db-f7bf0bce893a/resourceGroups/databricks-rg-CBDatabricks-itirgrcyl6c5u/providers/Microsoft.Storage/storageAccounts/dbstorage6m4aayxq74utc,GB/Month,databricks-rg-CBDatabricks-itirgrcyl6c5u
Clobotics Azure China - Retail,05/01/2022,Tiered Block Blob - Hot GRS - Data Stored - CN East 2,Storage,Tiered Block Blob,Hot GRS Data Stored,2.399817,0.189968758,0.455890254,Microsoft.Storage,/subscriptions/73bddc57-e285-42a6-a9df-64bbd1342d37/resourceGroups/databricks-rg-cn-databricks-prod-y45jx6akrz6xa/providers/Microsoft.Storage/storageAccounts/dbstorageemztrslqetfog,GB/Month,databricks-rg-cn-databricks-prod-y45jx6akrz6xa
Clobotics Azure China - Retail,05/01/2022,Tiered Block Blob - Hot GRS - Write Operations - CN East 2,Storage,Tiered Block Blob,Hot GRS Write Operations,0.5678,0,0,Microsoft.Storage,/subscriptions/73bddc57-e285-42a6-a9df-64bbd1342d37/resourceGroups/databricks-rg-cn-databricks-prod-y45jx6akrz6xa/providers/Microsoft.Storage/storageAccounts/dbstorageemztrslqetfog,,databricks-rg-cn-databricks-prod-y45jx6akrz6xa
Clobotics Azure China - Retail,05/01/2022,Tiered Block Blob - Hot GRS - Write Operations - CN East 2,Storage,Tiered Block Blob,Hot GRS Write Operations,0.7273,0,0,Microsoft.Storage,/subscriptions/73bddc57-e285-42a6-a9df-64bbd1342d37/resourceGroups/databricks-rg-dwbi-prod-rplfcyltqpqyu/providers/Microsoft.Storage/storageAccounts/dbstorage2dsju22mvzn4g,,databricks-rg-dwbi-prod-rplfcyltqpqyu
Clobotics Azure China - Retail,05/01/2022,Tiered Block Blob - Hot - Read Operations - CN East 2,Storage,Tiered Block Blob,Hot Read Operations,0.044,0,0,Microsoft.Storage,/subscriptions/73bddc57-e285-42a6-a9df-64bbd1342d37/resourceGroups/databricks-rg-cn-databricks-prod-y45jx6akrz6xa/providers/Microsoft.Storage/storageAccounts/dbstorageemztrslqetfog,,databricks-rg-cn-databricks-prod-y45jx6akrz6xa
Clobotics Azure China - R&D,05/01/2022,Tiered Block Blob - Hot - Read Operations - CN East 2,Storage,Tiered Block Blob,Hot Read Operations,0.0001,0,0,Microsoft.Storage,/subscriptions/1d11278d-87d7-4fc0-a4db-f7bf0bce893a/resourceGroups/databricks-rg-CBDatabricks-itirgrcyl6c5u/providers/Microsoft.Storage/storageAccounts/dbstorage6m4aayxq74utc,,databricks-rg-CBDatabricks-itirgrcyl6c5u
Clobotics Azure China - Retail,05/01/2022,Tiered Block Blob - Hot - Read Operations - CN East 2,Storage,Tiered Block Blob,Hot Read Operations,1.8075,0,0,Microsoft.Storage,/subscriptions/73bddc57-e285-42a6-a9df-64bbd1342d37/resourceGroups/databricks-rg-dwbi-prod-rplfcyltqpqyu/providers/Microsoft.Storage/storageAccounts/dbstorage2dsju22mvzn4g,,databricks-rg-dwbi-prod-rplfcyltqpqyu
Clobotics Azure China - Retail,05/01/2022,Storage - Bandwidth - Geo-Replication v2 Data Transfer - CN East 2,Storage,Bandwidth,Geo-Replication v2 Data transfer,0.896356,0,0,Microsoft.Storage,/subscriptions/73bddc57-e285-42a6-a9df-64bbd1342d37/resourceGroups/databricks-rg-dwbi-prod-rplfcyltqpqyu/providers/Microsoft.Storage/storageAccounts/dbstorage2dsju22mvzn4g,GB,databricks-rg-dwbi-prod-rplfcyltqpqyu
